,Natural,SQL
1060,"What is the ID of the Author whose name is Greiff, John ?","SELECT AuthID FROM AuthID_Name WHERE Name='Greiff, John';"
1061,"What is the ID of the Author whose name is ODonoghue, Tim F ?","SELECT AuthID FROM AuthID_Name WHERE Name='ODonoghue, Tim F';"
1062,"What is the ID of the Author whose name is Francq, Pascal ?","SELECT AuthID FROM AuthID_Name WHERE Name='Francq, Pascal';"
1063,"What is the ID of the Author whose name is Lee, Alan ?","SELECT AuthID FROM AuthID_Name WHERE Name='Lee, Alan';"
1064,"What is the ID of the Author whose name is Moze, Sara ?","SELECT AuthID FROM AuthID_Name WHERE Name='Moze, Sara';"
1065,"What is the ID of the Author whose name is Heid, Ulrich ?","SELECT AuthID FROM AuthID_Name WHERE Name='Heid, Ulrich';"
1066,"What is the ID of the Author whose name is Harris, Larry R ?","SELECT AuthID FROM AuthID_Name WHERE Name='Harris, Larry R';"
1067,"What is the ID of the Author whose name is Fuumlgen, Christian ?","SELECT AuthID FROM AuthID_Name WHERE Name='Fuumlgen, Christian';"
1068,"What is the ID of the Author whose name is UzZaman, Naushad ?","SELECT AuthID FROM AuthID_Name WHERE Name='UzZaman, Naushad';"
1069,"What is the ID of the Author whose name is Cardenas, Marina ?","SELECT AuthID FROM AuthID_Name WHERE Name='Cardenas, Marina';"
1070,"What is the ID of the Author whose name is SegalhaLevi, Erel ?","SELECT AuthID FROM AuthID_Name WHERE Name='SegalhaLevi, Erel';"
1071,"What is the ID of the Author whose name is Nahamoo, David ?","SELECT AuthID FROM AuthID_Name WHERE Name='Nahamoo, David';"
1072,"What is the ID of the Author whose name is Weerasinghe, Ruvan ?","SELECT AuthID FROM AuthID_Name WHERE Name='Weerasinghe, Ruvan';"
1073,"What is the ID of the Author whose name is Backus, Ad ?","SELECT AuthID FROM AuthID_Name WHERE Name='Backus, Ad';"
1074,"What is the ID of the Author whose name is Resnik, Gabriela ?","SELECT AuthID FROM AuthID_Name WHERE Name='Resnik, Gabriela';"
1075,"What is the ID of the Author whose name is Chinosi, Michele ?","SELECT AuthID FROM AuthID_Name WHERE Name='Chinosi, Michele';"
1076,"What is the ID of the Author whose name is Martiacute, M Antogravenia ?","SELECT AuthID FROM AuthID_Name WHERE Name='Martiacute, M Antogravenia';"
1077,"What is the ID of the Author whose name is Quint, Julien ?","SELECT AuthID FROM AuthID_Name WHERE Name='Quint, Julien';"
1078,"What is the ID of the Author whose name is Herviou, Marie Luce ?","SELECT AuthID FROM AuthID_Name WHERE Name='Herviou, Marie Luce';"
1079,"What is the ID of the Author whose name is MadorHaim, Sela ?","SELECT AuthID FROM AuthID_Name WHERE Name='MadorHaim, Sela';"
1080,"What is the ID of the Author whose name is Wilson, Phil ?","SELECT AuthID FROM AuthID_Name WHERE Name='Wilson, Phil';"
1081,"What is the ID of the Author whose name is Komatsu, Takanori ?","SELECT AuthID FROM AuthID_Name WHERE Name='Komatsu, Takanori';"
1082,"What is the ID of the Author whose name is Ohtani, Akira ?","SELECT AuthID FROM AuthID_Name WHERE Name='Ohtani, Akira';"
1083,"What is the ID of the Author whose name is Moszczyxski, Radosxaw ?","SELECT AuthID FROM AuthID_Name WHERE Name='Moszczyxski, Radosxaw';"
1084,"What is the ID of the Author whose name is EstAAve, Yannick ?","SELECT AuthID FROM AuthID_Name WHERE Name='EstAAve, Yannick';"
1085,"What is the ID of the Author whose name is BradenHarder, Lisa C ?","SELECT AuthID FROM AuthID_Name WHERE Name='BradenHarder, Lisa C';"
1086,"What is the ID of the Author whose name is Lee, Hyun Ah ?","SELECT AuthID FROM AuthID_Name WHERE Name='Lee, Hyun Ah';"
1087,"What is the ID of the Author whose name is Tsai, JiaLin ?","SELECT AuthID FROM AuthID_Name WHERE Name='Tsai, JiaLin';"
1088,"List the Authors whose name begin with Liu, Ho ?","SELECT AuthID FROM AuthID_Name WHERE Name='Liu, Ho';"
1089,List the Authors whose name begin with Gonccedilalo Oliveir ?,SELECT AuthID FROM AuthID_Name WHERE Name='Gonccedilalo Oliveir';
1090,List the Authors whose name begin with Centelles ?,SELECT AuthID FROM AuthID_Name WHERE Name='Centelles';
1091,List the Authors whose name begin with Gr ?,SELECT AuthID FROM AuthID_Name WHERE Name='Gr';
1092,List the Authors whose name begin with Schw ?,SELECT AuthID FROM AuthID_Name WHERE Name='Schw';
1093,List the Authors whose name begin with Mitte ?,SELECT AuthID FROM AuthID_Name WHERE Name='Mitte';
1094,"List the Authors whose name begin with Schiehlen, Mic ?","SELECT AuthID FROM AuthID_Name WHERE Name='Schiehlen, Mic';"
1095,List the Authors whose name begin with Sw ?,SELECT AuthID FROM AuthID_Name WHERE Name='Sw';
1096,"List the Authors whose name begin with Cooper,  ?","SELECT AuthID FROM AuthID_Name WHERE Name='Cooper, ';"
1097,"List the Authors whose name begin with Ben Gur, Ass ?","SELECT AuthID FROM AuthID_Name WHERE Name='Ben Gur, Ass';"
1098,List the Authors whose name begin with Gran ?,SELECT AuthID FROM AuthID_Name WHERE Name='Gran';
1099,"List the Authors whose name begin with Hastie, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Hastie,';"
1100,"List the Authors whose name begin with Pike, Chr ?","SELECT AuthID FROM AuthID_Name WHERE Name='Pike, Chr';"
1101,"List the Authors whose name begin with Gallo, Carlos Go ?","SELECT AuthID FROM AuthID_Name WHERE Name='Gallo, Carlos Go';"
1102,"List the Authors whose name begin with Wu, Ch ?","SELECT AuthID FROM AuthID_Name WHERE Name='Wu, Ch';"
1103,"List the Authors whose name begin with Jin, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Jin,';"
1104,"List the Authors whose name begin with Tron, Viktoacu ?","SELECT AuthID FROM AuthID_Name WHERE Name='Tron, Viktoacu';"
1105,List the Authors whose name begin with Olte ?,SELECT AuthID FROM AuthID_Name WHERE Name='Olte';
1106,"List the Authors whose name begin with Trandabat, Diana ?","SELECT AuthID FROM AuthID_Name WHERE Name='Trandabat, Diana';"
1107,"List the Authors whose name begin with GarciaSerrano,  ?","SELECT AuthID FROM AuthID_Name WHERE Name='GarciaSerrano, ';"
1108,"List the Authors whose name begin with Miyabe, Yasuna ?","SELECT AuthID FROM AuthID_Name WHERE Name='Miyabe, Yasuna';"
1109,"List the Authors whose name begin with Gunes, Omer Far ?","SELECT AuthID FROM AuthID_Name WHERE Name='Gunes, Omer Far';"
1110,"List the Authors whose name begin with Yablonsky, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Yablonsky,';"
1111,"List the Authors whose name begin with Izumida, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Izumida,';"
1112,"List the Authors whose name begin with Nunzio, Giorgio ?","SELECT AuthID FROM AuthID_Name WHERE Name='Nunzio, Giorgio';"
1113,List the Authors whose name begin with Chang ?,SELECT AuthID FROM AuthID_Name WHERE Name='Chang';
1114,List the Authors whose name begin with Buranov ?,SELECT AuthID FROM AuthID_Name WHERE Name='Buranov';
1115,"List the Authors whose name begin with Hamp, Birg ?","SELECT AuthID FROM AuthID_Name WHERE Name='Hamp, Birg';"
1116,"List the Authors whose name begin with Sinclair, Da ?","SELECT AuthID FROM AuthID_Name WHERE Name='Sinclair, Da';"
1117,List the Authors whose name begin with So ?,SELECT AuthID FROM AuthID_Name WHERE Name='So';
1118,List the Authors whose name begin with Halaacute ?,SELECT AuthID FROM AuthID_Name WHERE Name='Halaacute';
1119,"List the Authors whose name begin with Huang, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Huang,';"
1120,List the Authors whose name begin with Yasuha ?,SELECT AuthID FROM AuthID_Name WHERE Name='Yasuha';
1121,List the Authors whose name begin with Tapa ?,SELECT AuthID FROM AuthID_Name WHERE Name='Tapa';
1122,List the Authors whose name begin with H ?,SELECT AuthID FROM AuthID_Name WHERE Name='H';
1123,"List the Authors whose name begin with Ruvini, JeanD ?","SELECT AuthID FROM AuthID_Name WHERE Name='Ruvini, JeanD';"
1124,"List the Authors whose name begin with Eddy, ?","SELECT AuthID FROM AuthID_Name WHERE Name='Eddy,';"
1125,What are the IDs of the Authors whose name begin with BrA ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'BrA%';
1126,What are the IDs of the Authors whose name begin with So ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'So%';
1127,"What are the IDs of the Authors whose name begin with Meng, Y ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Meng, Y%';"
1128,"What are the IDs of the Authors whose name begin with Cross,  ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Cross, %';"
1129,What are the IDs of the Authors whose name begin with Tian ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Tian%';
1130,What are the IDs of the Authors whose name begin with Ca ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Ca%';
1131,"What are the IDs of the Authors whose name begin with Utsumi,  ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Utsumi, %';"
1132,What are the IDs of the Authors whose name begin with Gar ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Gar%';
1133,What are the IDs of the Authors whose name begin with Ka ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Ka%';
1134,What are the IDs of the Authors whose name begin with Tr ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Tr%';
1135,"What are the IDs of the Authors whose name begin with Lee, ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Lee,%';"
1136,What are the IDs of the Authors whose name begin with Che ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Che%';
1137,What are the IDs of the Authors whose name begin with Schofie ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Schofie%';
1138,"What are the IDs of the Authors whose name begin with Picanco, Ge ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Picanco, Ge%';"
1139,"What are the IDs of the Authors whose name begin with Yao, Tian ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Yao, Tian%';"
1140,"What are the IDs of the Authors whose name begin with Huynh, Congph ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Huynh, Congph%';"
1141,What are the IDs of the Authors whose name begin with B ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'B%';
1142,"What are the IDs of the Authors whose name begin with Gerow, A ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Gerow, A%';"
1143,"What are the IDs of the Authors whose name begin with Hwang, Seu ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Hwang, Seu%';"
1144,What are the IDs of the Authors whose name begin with Gli ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Gli%';
1145,"What are the IDs of the Authors whose name begin with Lee, L ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Lee, L%';"
1146,What are the IDs of the Authors whose name begin with Ogur ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Ogur%';
1147,What are the IDs of the Authors whose name begin with Yoo ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Yoo%';
1148,What are the IDs of the Authors whose name begin with Deli ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Deli%';
1149,What are the IDs of the Authors whose name begin with Bouamor ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Bouamor%';
1150,What are the IDs of the Authors whose name begin with A ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'A%';
1151,What are the IDs of the Authors whose name begin with De Mori ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'De Mori%';
1152,What are the IDs of the Authors whose name begin with Ro ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Ro%';
1153,"What are the IDs of the Authors whose name begin with Tanner, He ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Tanner, He%';"
1154,"What are the IDs of the Authors whose name begin with Naskar, Sudip Kum ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Naskar, Sudip Kum%';"
1155,What are the IDs of the Authors whose name begin with Marcel ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Marcel%';
1156,What are the IDs of the Authors whose name begin with Ish ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Ish%';
1157,"What are the IDs of the Authors whose name begin with Moncecchi, Gui ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Moncecchi, Gui%';"
1158,"What are the IDs of the Authors whose name begin with Kubala,  ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Kubala, %';"
1159,What are the IDs of the Authors whose name begin with Carl ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Carl%';
1160,"What are the IDs of the Authors whose name begin with Glasgow, Ki ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Glasgow, Ki%';"
1161,"What are the IDs of the Authors whose name begin with Stoianov, ?","SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Stoianov,%';"
1162,How many author have name which begins with Moon ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Moon%';
1163,"How many author have name which begins with Li, Xiao ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Li, Xiao%';"
1164,How many author have name which begins with Ku ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Ku%';
1165,How many author have name which begins with My ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'My%';
1166,"How many author have name which begins with Condon, Sherri ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Condon, Sherri%';"
1167,How many author have name which begins with Kosaka ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Kosaka%';
1168,"How many author have name which begins with Lu, ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Lu,%';"
1169,How many author have name which begins with Michel ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Michel%';
1170,"How many author have name which begins with Cancino, Gla ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Cancino, Gla%';"
1171,"How many author have name which begins with Wubben, ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Wubben,%';"
1172,"How many author have name which begins with Young,  ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Young, %';"
1173,"How many author have name which begins with Wang, Xiao ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Wang, Xiao%';"
1174,How many author have name which begins with Kivimki Il ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Kivimki Il%';
1175,"How many author have name which begins with Hou,  ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Hou, %';"
1176,How many author have name which begins with Sin ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Sin%';
1177,"How many author have name which begins with Wilson, Chr ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Wilson, Chr%';"
1178,"How many author have name which begins with Newman, Da ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Newman, Da%';"
1179,How many author have name which begins with Ya ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Ya%';
1180,"How many author have name which begins with Vulicacute, ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Vulicacute,%';"
1181,"How many author have name which begins with Reidsma, Den ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Reidsma, Den%';"
1182,How many author have name which begins with Van der  ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Van der %';
1183,"How many author have name which begins with Schmauks, ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Schmauks,%';"
1184,How many author have name which begins with Huan ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Huan%';
1185,"How many author have name which begins with Kuebler, Sa ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Kuebler, Sa%';"
1186,How many author have name which begins with Wan ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Wan%';
1187,How many author have name which begins with Han ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Han%';
1188,How many author have name which begins with Van Der ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Van Der%';
1189,"How many author have name which begins with Mansouri, A ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Mansouri, A%';"
1190,How many author have name which begins with Rula ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Rula%';
1191,"How many author have name which begins with Belanger, D ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Belanger, D%';"
1192,How many author have name which begins with Z ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Z%';
1193,"How many author have name which begins with Shayganfar, Moham ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Shayganfar, Moham%';"
1194,How many author have name which begins with Takamura ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Takamura%';
1195,"How many author have name which begins with Vauzeilles, Jacqueli ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Vauzeilles, Jacqueli%';"
1196,How many author have name which begins with GambA ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'GambA%';
1197,"How many author have name which begins with Zajic, Da ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Zajic, Da%';"
1198,"How many author have name which begins with Zhuang, Zimi ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Zhuang, Zimi%';"
1199,"How many author have name which contains with Sartorio, France ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Sartorio, France%';"
1200,"How many author have name which contains with Roseacuten, Vict ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Roseacuten, Vict%';"
1201,How many author have name which contains with Mc ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Mc%';
1202,How many author have name which contains with Lonn ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Lonn%';
1203,How many author have name which contains with Sun ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Sun%';
1204,"How many author have name which contains with Keogh,  ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Keogh, %';"
